B1	B10	B11	B12	B13	B14	B15	B16	B17	B18	B19	B2	B20	B21	B22	B23	B24	B25	B26	B27	B28	B3	B32	B33	B34	B4	B5	B6	B7	B8	B9
B4U62_19745	1082	2014	1924	1430	1860	1697	1526	1115	852	1073	2909	1126	1754	1673	1025	204	231	234	733	568	15	903	444	327	630	4708	2949	3146	2442	1481	1953
B4U62_19750	557	675	717	569	807	699	685	406	285	440	1190	703	1004	825	555	188	164	139	510	332	17	447	17	16	31	129	62	92	936	460	788
B4U62_19755	1290	777	159	434	93	77	63	83	54	104	124	1843	88	127	113	29	27	136	230	171	12	1174	8	4	12	14	14	35	3469	1265	2688
B4U62_19760	168	1748	2373	1364	2118	3233	2205	1581	1932	2986	1601	101	1748	2545	2276	228	118	399	299	1309	516	71	694	725	588	405	290	302	81	69	43
B4U62_19765	40	152	177	113	122	197	146	127	156	238	157	54	137	118	302	44	35	140	88	262	28	31	23	33	153	12	12	12	77	36	45
B4U62_19770	4483	6860	6737	6391	6012	4863	4175	4201	3343	4943	4783	4787	2674	3249	3809	243	192	661	2310	2227	144	3891	779	610	807	2527	3126	2991	6423	3863	6475
B4U62_19775	9	7	7	6	7	9	4	10	9	13	5	6	4	7	22	1	1	1	12	3	1	8	7	15	16	1	3	5	5	5	10
B4U62_19780	4384	3761	3343	3198	2167	2911	2276	2422	1912	3510	2664	4875	1369	1600	3909	504	624	1106	2262	2597	160	2841	3568	2921	4226	2240	2276	2306	3115	1901	3356
B4U62_19785	2104	1813	1850	1463	1413	1556	1400	1356	1223	2165	1382	2440	899	1015	2436	292	407	826	1363	1640	118	1513	434	414	652	811	796	796	1370	858	1420
B4U62_19790	427	4740	4536	3447	8316	10323	8256	4905	5650	7172	5916	303	5178	5804	11867	1304	2122	10245	7784	20360	780	171	3332	3473	3794	422	367	254	103	84	59
B4U62_19795	1310	397	367	321	428	380	317	336	272	414	346	2023	306	356	486	89	105	119	215	158	5	996	2190	1500	2687	252	253	208	259	179	274
B4U62_19800	122	19	19	13	17	18	8	15	11	16	3	138	4	4	11	0	0	0	5	5	0	92	1	0	0	3	12	7	11	14	11
B4U62_19805	4935	78	80	82	98	83	57	84	78	129	55	8070	47	42	58	5	5	21	126	53	0	4284	66	57	141	60	46	46	67	43	90
B4U62_19810	533	4180	4467	3903	7972	8535	5955	8165	6841	10708	8235	489	5093	5547	8533	506	443	200	586	629	29	445	136	123	232	361	379	406	1176	724	1249
B4U62_19815	30262	36460	33736	33766	37150	33458	26236	33805	29760	44800	33375	34979	30704	27150	26057	2615	3248	2182	6637	6962	388	27389	2085	1771	2436	14655	15413	14207	22578	15700	25470
B4U62_19820	8454	11829	12415	11516	8440	7195	6379	5705	5226	7563	4279	9952	2619	3420	4161	136	111	273	1309	1715	126	7720	222	238	514	3408	5108	4575	10689	6882	10310
B4U62_19825	2687	5213	4710	5190	3107	2736	2471	1596	1578	2327	1072	3367	616	894	1056	73	39	142	439	569	12	2660	94	111	102	1344	2013	1979	6111	4082	6444
B4U62_19830	1297	2490	2448	2541	1603	1357	1177	923	742	1165	699	1459	472	571	617	24	24	123	284	346	57	1176	106	90	109	736	1405	1419	3402	2345	3819
B4U62_19835	10910	20327	17531	17769	16716	11907	13540	9971	8540	12898	9998	12006	4056	4694	12158	1627	2416	3302	5724	8298	322	9825	17640	16005	29363	6065	3629	5273	13596	9501	15702
B4U62_19840	38107	61720	55870	53572	58652	34835	36124	27217	21446	31704	23631	39145	13095	17249	25249	2894	4235	3543	10670	8482	645	33644	61455	46655	85251	19164	16594	17091	45334	29521	49292
B4U62_19845	17044	26112	25320	23959	28549	17493	17428	12505	9724	14973	10217	15076	6082	8704	13289	790	967	1466	4880	3957	312	14667	5021	4067	5690	7041	7092	7016	19637	12587	20007
B4U62_19850	34973	60070	55910	56077	61122	35989	37645	26191	21055	32712	24252	32184	13612	18182	28999	3336	4422	3125	11318	8503	593	30684	5435	4617	6127	16447	14067	15556	43410	28912	44698
B4U62_19855	8088	13260	11941	12047	12264	8400	8181	5525	4334	6752	4452	6998	2393	3821	6219	208	294	490	2185	1956	136	6835	1058	1035	1044	3557	3798	3587	9778	6317	10047
B4U62_19860	11152	18195	17933	17083	17920	12079	11356	8129	6757	10196	6563	10166	3730	5871	9178	459	607	903	3164	2682	232	9685	1524	1589	1569	5374	5670	5339	14030	9397	13740
B4U62_19865	6968	10610	10903	10507	8913	6446	6146	4448	3719	5878	3516	7232	1782	2401	4712	291	357	479	1882	1648	82	6637	868	897	1020	2758	3188	2994	8485	5770	8504
B4U62_19870	20255	29998	29306	28497	25155	17349	16530	13572	9992	16229	10205	20128	5422	8025	14059	843	1150	1522	5431	4497	272	17117	2898	2386	3267	9037	8987	9636	22720	15240	24500
B4U62_19875	13059	17381	17817	16838	11625	9713	8314	8572	6637	10526	5692	16112	2959	4296	6387	180	152	784	2625	2816	232	11993	3104	2581	3832	5234	11546	10044	19809	12072	20784
B4U62_19880	8828	4836	4568	4330	3060	2262	2013	2298	1773	2700	1746	11373	858	1192	1008	92	98	245	711	707	31	8106	240	212	370	6268	5446	5618	8074	4539	7600
B4U62_19885	26816	21070	20029	17312	7708	6038	5448	10084	6402	10690	6655	31681	3536	5253	5656	474	577	1229	3496	3569	157	19507	1708	1462	2021	36393	28181	28117	26649	14530	25186
B4U62_19890	2755	3053	2781	2530	2281	1945	1977	1786	1375	2270	2962	3055	1809	1815	2325	720	1039	686	1521	1282	81	2243	1513	1276	1958	6255	3510	4013	2025	1567	2356
B4U62_19895	2096	2346	2279	1922	1660	1671	1553	1443	1448	1924	2280	2082	1293	1457	1838	216	237	369	884	884	24	1625	762	697	1068	2289	1626	1712	1580	1069	1758
B4U62_19900	486	528	494	445	518	528	402	533	481	744	587	478	411	460	690	54	61	128	350	250	15	358	170	124	217	433	370	332	458	270	513
B4U62_19905	219	496	570	445	802	810	683	1064	860	1522	880	237	532	656	1457	207	213	44	82	87	4	182	32	35	65	95	77	75	212	109	181
B4U62_19910	1744	1845	1724	1535	1314	1199	990	1462	1053	1744	1180	2221	641	818	1360	149	226	155	224	345	11	1338	307	256	458	642	559	649	1455	822	1540
B4U62_19915	139	1822	1807	1483	2650	2737	2107	2138	1755	2674	1753	82	1554	1827	3234	375	439	690	718	2012	81	93	198	180	280	68	62	56	77	37	71
B4U62_19920	115	806	860	622	1031	1385	1012	836	860	1279	925	101	778	898	2302	123	106	702	671	1715	131	89	348	282	479	68	83	57	73	33	78
B4U62_19925	757	559	469	562	492	471	381	422	385	580	446	910	284	350	553	61	50	152	304	217	24	704	89	77	133	88	246	210	726	430	726
B4U62_19930	604	757	787	804	1432	1517	1064	1468	1354	2105	1190	754	1399	1148	1019	159	154	102	178	154	17	595	110	58	101	177	229	212	433	304	486
B4U62_19935	1547	780	612	611	535	477	373	661	464	847	519	1645	343	431	666	40	43	90	224	179	8	1363	88	85	235	452	512	489	922	637	1011
B4U62_19940	14145	10444	8748	9707	8081	7145	5592	6925	5855	9157	7779	17980	4263	4961	7851	430	530	1017	3130	2846	210	13521	1331	1113	1565	4902	5253	5318	10649	7163	10869
B4U62_19945	782	538	450	437	383	295	281	304	254	402	276	851	134	166	332	27	29	48	78	127	7	722	18	22	29	329	270	396	584	401	651
B4U62_19950	1074	4955	5145	4711	12843	12269	9248	6568	5347	6798	26915	1205	14198	12914	6157	684	776	312	981	944	46	951	5085	3821	6122	1544	1074	1292	1214	878	1111
B4U62_19955	172	894	740	732	1726	1743	1420	1175	1113	1559	1000	173	877	938	1482	290	396	547	607	1371	74	165	143	116	207	366	250	321	144	115	172
B4U62_19960	274	734	529	485	932	941	770	559	569	743	776	267	667	675	1104	161	178	549	752	1128	84	254	206	170	253	827	655	797	331	265	266
B4U62_19965	1546	903	813	759	592	548	447	773	580	925	503	1839	303	370	503	58	46	44	174	149	10	1384	177	142	224	518	573	583	911	642	1022
B4U62_19970	51854	22819	25880	27216	24250	21068	15183	14058	9940	16999	16923	49368	6569	9166	5730	493	478	1227	3563	4988	313	39586	4727	3386	4932	11588	29568	27407	34612	20224	32341
B4U62_19975	11732	14187	12295	12132	10993	8262	7569	8795	6514	11015	6342	12504	3777	4823	10725	685	826	1048	3239	2857	190	10017	2375	1918	2939	7571	6788	6972	12046	8621	12513
B4U62_19980	13101	14021	13268	12561	10263	7140	7019	8430	6433	9892	8041	13853	5120	5709	7338	698	894	800	2802	2409	103	11260	2902	2470	3896	8805	7093	8050	11971	8681	13317
B4U62_19985	15900	16084	15780	14471	12321	8505	8074	10663	8246	13049	9718	15781	7304	8383	9344	995	1207	921	3358	2566	126	13170	1172	1010	1528	7519	6440	7430	14079	9552	14696
B4U62_19990	40624	30188	28272	27118	24250	17454	15844	16512	12554	20020	21218	41623	10992	13814	14846	984	1186	2045	7392	6013	353	34412	5099	4051	5758	33736	27987	29517	30065	21205	32440
B4U62_19995	102701	57949	54321	51703	41575	32397	27207	31946	24183	38961	36538	114467	19633	23604	23207	1134	1472	3959	12385	10347	608	89625	3057	2639	3602	55000	51789	49206	67360	45148	67530
B4U62_20000	2425	6834	6064	6136	5960	4934	4171	4298	3182	4548	8980	2916	4762	4990	2776	218	197	287	1342	1160	77	1982	204	159	381	2781	2251	2399	4414	2803	4484
B4U62_20005	1702	925	710	757	594	567	483	494	449	624	535	2115	284	357	449	51	55	87	224	150	7	1596	121	80	110	870	863	985	1212	803	1236
B4U62_20010	14915	6682	5559	5660	4058	2776	2553	5082	3196	5570	2667	17139	1546	2202	2588	200	250	371	1107	1068	62	14510	2761	1955	3352	4288	4939	4744	8506	5556	9045
B4U62_20015	21474	15415	12696	14538	8703	7199	5986	6223	5207	8101	4895	26885	2667	3650	4864	76	76	488	2189	1960	109	20913	628	572	643	6023	10737	10304	22632	13408	18512
B4U62_20020	349	2357	2336	2222	4379	3610	3288	2825	2430	3428	3429	429	2232	2412	3699	518	594	474	1318	1058	103	371	3103	3134	3238	149	127	137	273	192	305
B4U62_20025	142	3496	3291	2906	4900	3907	3749	3554	3152	4263	3701	149	2500	2743	3777	619	789	736	2269	1689	134	143	11067	12008	13688	131	94	115	113	79	102
B4U62_20030	19	1357	1276	1298	3162	3503	2507	3216	2635	4268	2838	24	2588	2474	3544	186	176	307	378	428	115	25	40	31	114	11	20	26	33	18	26
B4U62_20035	66	249	219	238	455	552	323	576	487	816	394	56	381	450	469	34	38	35	54	44	5	40	42	46	68	22	33	44	78	42	81
B4U62_20040	2022	6020	5308	4229	20343	11821	12010	4356	5104	5151	5904	651	3769	3894	4264	92	74	614	1654	6113	345	567	1058	922	1025	660	510	473	167	156	219
B4U62_20045	1570	3144	2909	2482	2778	3354	2676	2470	1868	2919	2016	1259	1101	1503	4345	272	360	1195	1884	2276	248	933	3700	2930	4027	981	1135	1168	2187	1515	2175
B4U62_20050	2886	7216	6597	5267	12359	10057	9448	8514	6834	9180	6917	2027	5259	6355	15529	2992	3199	5218	8290	11515	646	1526	8062	7421	9264	2136	1940	2178	3318	2496	3774
B4U62_20055	1270	6566	6385	4439	25542	15451	15033	8788	9177	9984	11858	576	9180	9964	13405	2899	3491	6110	8643	14814	876	484	4601	4707	4932	1085	715	655	300	232	296
B4U62_20060	87	176	111	128	101	117	94	549	486	718	112	118	54	43	80	5	14	31	38	33	2	82	7	11	37	38	41	53	373	204	239
B4U62_20065	109	972	957	1025	711	632	493	6931	5414	8652	1323	38	503	487	339	38	49	60	121	175	6	18	52	34	101	1314	665	939	940	1007	1110
B4U62_20070	72	433	424	454	207	184	148	2439	1946	3033	232	36	99	100	38	5	14	15	34	48	2	35	7	9	10	808	467	647	431	483	521
B4U62_20075	183	1194	1345	1327	537	447	404	6052	5216	7818	416	104	184	247	184	20	24	31	88	156	0	80	46	26	75	2536	1297	1768	1206	1305	1228
B4U62_20080	446	3379	3883	3858	1293	1065	892	17399	13550	21186	961	120	335	488	267	35	40	31	230	468	4	61	69	69	164	5510	2594	3770	1990	2351	2285
B4U62_20085	73	374	341	366	157	160	120	1124	958	1300	32	26	15	21	21	1	0	7	16	26	0	15	4	4	14	511	435	543	315	406	444
B4U62_20090	253	486	453	500	327	290	239	998	744	1231	248	309	116	150	189	26	23	19	58	51	3	186	30	24	58	298	255	272	505	404	566
B4U62_20095	544	4169	4047	3878	4379	3298	3213	2963	2209	3379	601	634	298	563	691	36	45	46	279	409	10	460	362	356	382	2982	2085	2234	3295	2623	3724
B4U62_20100	162	874	791	800	442	369	290	3121	2261	3669	327	116	202	219	165	28	49	36	93	134	4	78	115	70	183	1298	728	1069	663	677	707
B4U62_20105	14033	14102	11468	12196	11057	7846	7135	8169	6035	9536	10799	16444	5025	5842	7308	767	918	1114	3851	3524	203	13071	14720	11335	19001	9439	7602	8973	14273	9558	15758
B4U62_20110	2565	2283	2127	2175	1521	1325	1129	1168	956	1549	1396	2946	577	796	948	15	10	62	388	404	16	2346	92	90	96	1159	1412	1520	2978	1920	2894
B4U62_20115	108	25009	42711	36735	21296	20245	15733	4498	5138	6572	15280	130	2464	3293	243	10	54	104	1998	2689	31	45	157	271	194	23595	17250	22890	19834	12370	8987
B4U62_20120	8	499	474	482	411	295	347	96	105	92	39	18	11	17	6	0	2	4	33	50	1	4	1	6	13	296	682	392	1052	978	813
B4U62_20125	4770	65765	48051	46978	50811	33754	34440	14241	12332	18395	11350	5594	5487	6173	7358	866	958	2307	6368	7897	286	3630	5514	4046	6883	448419	307454	347575	111131	101705	105704
B4U62_20130	137	1891	1615	1824	1295	1004	1018	324	279	443	374	158	113	161	152	13	13	45	166	207	9	105	125	134	189	7657	8176	6313	3387	3237	3166
B4U62_20135	1143	10516	8144	8432	10736	6993	7771	2374	2148	3242	2073	1192	1080	1056	1747	241	279	414	1236	1404	81	863	124	140	169	42789	28921	32108	12791	12038	14324
B4U62_20140	1424	9446	7388	7816	11058	7012	7572	1931	2066	2891	1624	1350	1025	956	1726	228	274	455	1180	1291	67	1054	95	107	116	22054	15076	15481	7921	6883	9794
B4U62_20145	582	6056	4823	5073	6775	4335	4297	1248	1222	1845	879	606	556	568	1103	146	192	303	726	853	29	449	87	90	148	31022	19862	21930	6087	5293	6625
B4U62_20150	332	6891	5392	5479	6156	3963	3818	1513	1335	1972	1011	345	724	765	1090	189	210	321	774	829	38	233	236	190	370	74638	47548	54947	9148	8444	8653
B4U62_20155	161	5841	5855	5326	5110	4831	3803	4840	4297	6931	2884	158	10461	6619	5061	1690	2626	1208	1816	2263	130	119	231	183	309	27888	15454	20494	4532	4229	4094
B4U62_20160	182	13742	16584	12775	13208	13204	9846	19681	15920	27087	7081	177	44461	27419	22059	4976	8298	2707	4177	5219	319	110	365	318	504	19435	12735	14269	4270	3769	3792
B4U62_20165	72	12453	16923	12154	12520	12887	9258	20831	16859	29264	7491	84	45446	27565	23004	5236	8721	2141	2876	3628	232	63	184	161	288	1108	828	899	592	512	482
B4U62_20170	7	9	12	11	13	9	5	8	6	8	9	4	4	3	11	3	0	8	4	4	1	6	2	2	2	6	9	3	15	15	13
B4U62_20175	21998	4572	4974	4484	12101	9971	8248	4542	4347	5440	8307	28677	6246	5675	8357	399	400	500	2164	2296	445	22002	6981	5983	9917	721	1129	1111	2314	1360	2173
B4U62_20180	329	182	257	229	235	197	195	137	88	140	152	390	147	119	167	31	30	32	82	54	5	322	67	83	87	42	63	105	212	110	138
B4U62_20185	1579	1096	976	1034	1306	959	879	679	588	779	842	2115	764	822	837	114	199	114	407	330	24	1642	206	232	286	284	349	375	858	486	678
B4U62_20190	4026	2085	1726	1702	1287	1248	1028	1419	1097	2091	1135	4301	649	849	2000	373	505	561	798	1230	50	3566	344	279	472	1056	1021	1004	1837	1185	1879
B4U62_20195	10080	4487	3789	3539	2025	2198	1721	2342	1852	3273	1889	10228	818	1276	2477	215	219	300	627	698	36	8635	159	143	198	2531	2814	2896	4280	2763	3962
B4U62_20200	123	1846	1739	1729	2630	2548	2027	2308	2001	3339	2252	141	2074	2104	3497	454	541	188	394	500	18	135	210	165	270	86	50	76	118	83	120
B4U62_20205	391	685	765	1011	452	481	413	275	314	475	467	402	138	206	418	16	27	32	52	94	3	335	6	10	12	256	462	564	1078	988	735
B4U62_20210	2517	2378	2166	2047	1647	1616	1381	1417	1354	2020	1492	2636	831	985	1390	87	84	128	548	527	22	2179	807	637	888	1060	1132	1014	1952	1340	2073
B4U62_20215	2162	2319	2105	1977	1808	1689	1376	1588	1315	2021	1619	2291	1093	1249	1570	346	409	300	782	740	39	1907	520	392	674	885	881	839	1813	1169	1893
B4U62_20220	6159	3492	3063	4593	2323	2164	1611	1050	1103	1500	1227	7158	644	816	735	85	93	203	547	472	56	5961	74	80	79	2206	2593	2452	12001	7074	6103
B4U62_20225	596	1379	1307	1214	1007	1123	837	857	756	1206	973	619	778	886	823	91	112	123	356	314	15	490	118	73	149	485	458	495	686	429	697
B4U62_20230	407	3586	2556	2813	1408	1306	1142	1369	1194	1883	1231	399	1294	1294	994	206	205	86	434	406	9	352	71	89	268	833	632	606	588	384	522
B4U62_20235	591	520	418	351	275	256	219	236	190	318	244	697	142	170	432	87	112	102	175	262	11	559	348	315	570	311	308	325	518	347	573
B4U62_20240	137	92	110	117	67	68	33	46	60	90	45	171	29	39	58	6	2	6	20	22	3	130	19	19	47	51	73	72	124	86	123
B4U62_20245	3158	1689	1635	1328	1065	973	811	738	711	1258	792	3392	402	524	2145	68	82	266	977	716	42	2742	279	209	342	807	775	739	1361	856	1302
B4U62_20250	7976	4806	3820	3838	2430	2489	2011	2095	1805	3081	2306	9259	1196	1536	5556	515	704	1375	3829	2805	158	6789	508	408	695	2545	2138	2504	3535	2275	3976
B4U62_20255	984	508	471	583	368	376	291	313	279	416	288	1137	148	199	235	22	18	46	129	141	19	924	113	111	134	284	365	323	567	385	566
B4U62_20260	40	2626	2352	2360	5296	5742	3975	3990	3643	5249	3743	62	3123	2868	2842	117	140	80	316	359	24	51	440	448	494	33	19	20	47	15	42
B4U62_20265	664	537	481	478	748	695	581	678	533	870	626	750	566	576	773	241	269	214	664	366	18	545	209	171	262	199	171	161	280	159	303
B4U62_20270	3108	1868	1701	1885	1266	1101	903	857	676	1231	956	3842	466	595	929	91	150	160	446	444	21	2885	108	108	142	901	1018	1193	2777	1709	2318
B4U62_20275	582	838	763	776	645	637	447	530	445	787	671	695	441	504	742	97	104	126	323	286	18	541	97	83	142	429	390	348	630	475	721
B4U62_20280	25451	15582	11216	12612	7539	6301	5205	6362	4680	8399	6065	30678	2613	3787	3641	205	239	627	1944	2144	62	22882	477	391	569	10913	12970	11584	22567	15155	25019
B4U62_20285	9229	26282	23571	23851	22156	18317	16252	9119	7886	11626	11512	11295	5458	6512	9412	762	840	2122	5016	5622	310	8169	5571	5094	5135	12317	11226	11480	22876	15807	27461
B4U62_20290	3621	5143	4754	4348	4229	3678	3173	2723	2491	3635	3847	4041	2008	2584	2525	526	457	658	1649	1674	42	3119	964	803	1116	2105	1945	2161	4937	2997	4981
B4U62_20295	12494	2724	2171	2211	2224	1704	1490	1525	1292	1886	1901	11361	1259	1414	1392	757	802	386	1165	895	28	9388	1715	1308	2371	2088	1563	1800	2394	1577	2562
B4U62_20300	11041	1947	1438	1563	1626	1136	1036	989	891	1137	1367	8941	953	1086	936	585	554	243	750	691	26	8067	918	631	1298	1119	876	1187	1769	1110	1860
B4U62_20305	16021	3159	2565	2621	3072	2209	1911	1519	1361	1825	3126	14058	1810	1860	1660	402	424	429	1076	939	39	11916	1053	676	1201	2975	2457	2548	2836	1709	2843
B4U62_20310	6923	1598	1306	1321	1504	1035	1076	692	605	821	1869	6025	942	976	815	183	222	126	458	358	8	5486	695	516	863	1736	1227	1400	1403	779	1297
B4U62_20315	6164	1513	1261	1285	1479	1061	1019	651	614	729	1825	5671	879	902	832	110	133	114	494	368	9	4619	422	306	484	1508	979	1164	1374	743	1331
B4U62_20320	5709	1053	815	885	1277	914	910	436	509	573	1509	6118	850	715	704	74	93	170	436	429	22	4751	43	41	74	480	458	594	1109	573	967
B4U62_20325	4193	5138	3806	3861	9093	7547	6363	4510	4350	5489	9852	4884	5944	5284	3629	1801	2253	897	2213	2464	70	4120	56	85	196	206	204	250	112	54	123
B4U62_20330	330	893	913	808	1916	1595	1268	1118	884	1285	1638	426	1313	1263	2296	1007	1357	1457	2708	3043	147	274	1584	1141	2076	195	168	154	231	202	286
B4U62_20335	132	615	680	495	1495	1163	1088	672	582	822	1069	117	926	913	1567	467	495	818	1698	1998	141	116	368	292	564	78	71	80	111	76	104
B4U62_20340	367	831	884	744	1695	1331	1173	702	626	791	420	274	468	449	1053	320	396	449	722	701	77	269	2883	2141	3710	259	228	197	287	529	286
B4U62_20345	204	341	411	308	680	462	425	260	209	267	211	115	198	214	445	179	196	180	344	243	15	137	119	94	225	170	124	141	128	123	109
B4U62_20350	16302	9991	8713	8555	7655	6329	5021	2824	2622	3589	4970	13521	3061	3516	2479	190	210	524	1655	1714	49	14932	713	579	787	37901	27180	33284	11553	7801	9098
B4U62_20355	95	1459	1848	1798	2411	2510	1644	4179	3592	5607	3233	102	8414	5467	4076	661	670	300	359	527	23	90	101	66	180	59	50	53	97	67	114
B4U62_20360	115	2164	2963	2631	3184	3244	2352	6464	5163	8270	5153	91	14541	9578	6551	2167	2307	659	805	929	34	84	204	149	307	67	38	59	74	49	81
B4U62_20365	101	2319	3229	2921	3454	3411	2512	6946	5536	8735	5548	144	17009	11778	7285	2542	2279	682	910	1001	44	93	143	114	242	83	64	60	64	43	98
B4U62_20370	148	1183	1711	1692	1637	1663	1152	3408	3205	4245	2277	166	9722	6211	3639	982	804	230	352	473	36	124	61	55	92	70	89	91	120	89	100
B4U62_20375	26	1851	2705	2748	2701	2756	1975	5699	5064	7218	4064	15	17845	11109	6805	2091	1878	699	841	898	37	19	102	56	171	39	29	20	34	29	20
B4U62_20380	28	1450	2017	2177	2107	2180	1556	4257	3655	5187	3106	19	14628	8846	5122	2773	2622	828	1009	1071	55	15	106	85	143	43	25	30	26	10	21
B4U62_20385	33	3058	3866	4204	4040	3953	3087	7668	6579	9549	5819	28	23374	14632	8989	3502	3877	1304	1588	1804	93	25	165	141	218	68	50	41	43	40	47
B4U62_20390	15	1033	1757	1653	1356	1464	1036	3467	2830	3962	2042	16	10179	6587	3426	1567	1463	458	510	732	28	10	79	52	108	31	20	21	24	13	27
B4U62_20395	19	1541	2342	2066	1529	2018	1402	4631	3895	5689	2886	43	11683	7066	3497	2143	2631	538	690	845	23	13	56	60	126	32	13	29	22	19	25
B4U62_20400	43	3027	4032	4254	4306	4895	3394	9046	7451	11462	6502	38	24360	15776	9084	3194	3103	778	1065	1172	71	38	77	91	177	37	33	24	51	50	63
B4U62_20405	15	2358	2895	3370	3425	3808	2580	6572	5547	8450	4510	15	12922	8512	5225	1290	1227	439	599	914	37	10	41	36	84	20	13	11	21	21	33
B4U62_20410	4	23	8	26	16	18	12	10	8	24	10	4	8	11	22	0	2	2	5	2	0	4	3	1	4	8	10	4	11	12	12
B4U62_20415	30	13515	13524	13868	33556	34306	27451	31708	29668	45633	27184	31	19217	19570	34220	1708	1612	486	1696	1808	73	26	212	217	457	61	31	19	52	47	70
B4U62_20420	1390	2637	2723	2547	1904	1817	1704	986	1175	1724	890	1489	523	717	1288	103	106	192	462	539	38	1254	419	294	527	638	839	757	1719	1232	2491
B4U62_20425	2306	2831	2989	2318	2139	2542	2054	2386	2272	4035	2249	2183	1768	1927	4076	527	577	731	1490	1591	112	1757	692	610	1008	1106	1020	843	861	702	1139
B4U62_20430	409	721	886	635	278	388	417	397	464	677	434	400	247	216	690	169	215	195	246	359	69	312	51	87	126	219	109	201	247	205	280
B4U62_20435	1116	809	745	689	603	686	605	354	340	546	559	1123	324	411	714	108	131	118	237	236	22	924	153	129	213	391	279	288	436	300	502
